Tweet_ID;Sarcastic;Sentiment
1273179217572872192;No;Positive
1251846080674881537;Yes;Neutral
1338425100261607744;No;Negative
1251192296672047104;No;Negative
1222176279560118274;Yes;Positive
1249690418046009345;No;Positive
1250459365901045766;No;Negative
1264582992384704513;No;Negative
1371807333775830331;No;Negative
1265127857401090049;No;Neutral
1258242607630737409;No;Negative
1258125678307876864;No;Neutral
1255672774422659072;No;Positive
1247894980401610761;No;Neutral
1242505796333821955;No;Neutral
1261077150964293637;Yes;Neutral
1263300899008544768;No;Positive
1314165730984824833;No;Negative
1236990304609284096;Yes;Positive
1262128872520286210;Yes;Positive
1389779177049184777;No;Neutral
1266843181381017600;No;Neutral
1269231198972321792;No;Negative
1237877249291866117;Yes;Positive
1231451870436216833;No;Neutral
1262142198520446981;No;Negative
1396027842069534288;No;Positive
1328912867316408324;No;Negative
1220283789852712961;Yes;Neutral
1394678507828609259;Yes;Positive
1272659397756542982;No;Positive
1330781324915970048;Yes;Positive
1285967096892006400;No;Negative
1241464054494965761;No;Negative
1249020228048244736;No;Negative
1328439402520080385;Yes;Positive
1332052785127436289;Yes;Positive
1255114600766492672;No;Negative
1303560676564880005;No;Negative
1230850011874889731;Yes;Neutral
1330264906262715563;Yes;Positive
1262768121104019456;Yes;Positive
1241052526935506944;No;Neutral
1223709236972179456;No;Neutral
1242851374850695168;No;Neutral
1316268278889828352;No;Negative
1239252757569327105;Yes;Neutral
1376484101379660980;No;Neutral
1262102699295813639;No;Neutral
1299552675495804928;No;Negative
1267454290056093697;No;Neutral
1248057313426051073;No;Negative
1292192067888861184;No;Negative
1241578966479261696;No;Neutral
1273533963064262656;Yes;Positive
1254417770109906946;No;Neutral
1261657868157235200;No;Negative
1221047150265630720;Yes;Neutral
1370652246342133067;No;Neutral
1271988401403805698;No;Positive
1231283029953392647;Yes;Neutral
1296295934826090502;No;Negative
1254200716249399297;No;Positive
1274788905552838656;Yes;Negative
1227858557275713537;Yes;Neutral
1243111682882310144;No;Positive
1258718405517103105;No;Neutral
1252682678140272640;No;Positive
1253927387533885441;Yes;Neutral
1323591896322275242;No;Neutral
1265132381536747522;No;Negative
1242734969572732928;No;Neutral
1245468608790245376;No;Negative
1235766967774187521;No;Negative
1316765793368109056;No;Negative
1233836445250523139;No;Neutral
1266190550052540416;No;Neutral
1245434183130001411;No;Negative
1267005846938099714;Yes;Positive
1264061773054914561;No;Neutral
1272977074307940355;Yes;Positive
1222061777497792512;Yes;Positive
1251693834850963456;No;Negative
1329864169613651974;Yes;Positive
1264220184061063168;Yes;Positive
1244931156837089285;No;Neutral
1244528191265484800;Yes;Neutral
1254445778908721156;No;Neutral
1251846795761721344;Yes;Positive
1241332616688795653;No;Negative
1262958247834771462;Yes;Positive
1399770073542818131;No;Positive
1330177504746209707;No;Neutral
1245702000509095939;No;Neutral
1241074087826522114;No;Neutral
1231193849231544321;No;Neutral
1261978642160246784;Yes;Neutral
1262029957045329920;Yes;Neutral
1310705583482449921;No;Negative
1230885665967104000;No;Neutral
1271451309410000897;Yes;Positive
1236786035423621127;No;Neutral
1241282724645740544;No;Neutral
1281318064735293441;No;Negative
1270839791194693632;No;Negative
1377741130278375007;Yes;Positive
1258802981568499712;No;Neutral
1270420602134900736;Yes;Positive
1240262502874841088;Yes;Neutral
1307087464780238848;Yes;Positive
1247144254692036608;Yes;Positive
1245158565536583680;No;Neutral
1247155769402785794;No;Negative
1264273695914278913;No;Neutral
1235295038843899904;Yes;Positive
1309351615925760000;Yes;Positive
1230847383543701506;No;Neutral
1256296210656194560;Yes;Neutral
1306646675109416964;No;Negative
1236857229673926656;No;Positive
1265093566294036481;No;Neutral
1315349102067175424;Yes;Positive
1263229588123136004;No;Neutral
1243025722622586881;Yes;Positive
1254722036351541248;No;Neutral
1252568030829314049;No;Neutral
1230887763320430592;No;Neutral
1248154366042943488;No;Neutral
1230832005761376256;No;Neutral
1262072693266014213;Yes;Positive
1245277183502954497;No;Neutral
1344731782002861759;No;Neutral
1361430389530684102;Yes;Negative
1326890082800988161;Yes;Positive
1314992026069946367;Yes;Positive
1240234651568017415;No;Positive
1240896582888894464;No;Positive
1249026498826305541;No;Positive
1299440254001315840;No;Positive
1358331330614901424;No;Neutral
1231189517584957442;No;Neutral
1271024657311895554;Yes;Negative
1261715281384267779;No;Neutral
1332413349091536898;Yes;Positive
1238012269642092544;No;Neutral
1236047881603293186;No;Neutral
1272840599008411656;No;Negative
1250075589828100098;No;Neutral
1261921812348313601;No;Negative
1253997470486495234;No;Neutral
1252307836811567104;No;Positive
1256819192877154304;No;Negative
1396082728920440417;Yes;Neutral
1255621218759331840;No;Neutral
1385429038523099005;No;Negative
1320350688317145089;Yes;Positive
1248400995127721985;No;Neutral
1306971343003885228;No;Neutral
1243233852602093572;No;Neutral
1233643186754592768;Yes;Positive
1243591476111716354;No;Positive
1350614916548984362;No;Neutral
1247570943297363969;Yes;Positive
1241821418171633666;No;Neutral
1234807391826382848;Yes;Negative
1249114784907309057;No;Positive
1248147730444230657;No;Neutral
1242815777109159947;No;Neutral
1322255801390714882;No;Positive
1240258556735209478;Yes;Positive
1238230565586964481;No;Neutral
1240511598822858752;Yes;Positive
1329655118908821505;No;Negative
1269120516322975745;Yes;Positive
1258811402447396868;No;Neutral
1261309932315516930;No;Negative
1221906176713076737;Yes;Positive
1243464606712041473;No;Neutral
1235255270953168897;No;Neutral
1258145058118909963;No;Neutral
1268789617089753090;No;Neutral
1333816144631982977;No;Neutral
1222054966107439105;Yes;Positive
1290390365841666049;No;Negative
1252337492927356928;No;Neutral
1376337552668223255;No;Positive
1266448093618278410;No;Positive
1264443637989081095;No;Negative
1241044471145549824;Yes;Positive
1284549356075524098;Yes;Positive
1276605737750364162;Yes;Positive
1371976123741661633;No;Neutral
1239990945065680896;Yes;Neutral
1315218202573362262;No;Neutral
1259379194989031424;No;Negative
1237846621502619649;Yes;Neutral
1248297263178420226;Yes;Positive
1241109726735335425;Yes;Neutral
1274348470300786689;No;Negative
1273268716323684354;Yes;Positive
1260393553290842115;No;Positive
1240675464550776838;No;Neutral
1345476009353508927;No;Neutral
1254220330857529345;No;Neutral
1278365569281032192;No;Negative
1246961989580177409;No;Neutral
1331756933146157057;Yes;Positive
1245399870757888005;No;Negative
1266095486299234306;No;Negative
1234751838290956289;Yes;Positive
1258362922440499200;No;Neutral
1285271287393333248;Yes;Positive
1297192514940739584;No;Negative
1244617529684897792;Yes;Positive
1246441286976049153;Yes;Positive
1253750435845996545;Yes;Neutral
1220665417661919232;Yes;Positive
1232424520989978626;Yes;Positive
1230869596204392449;Yes;Positive
1292090520639016961;Yes;Positive
1377825400666898241;Yes;Negative
1246658138419445766;No;Neutral
1249469179595567104;No;Positive
1254378708825227264;No;Neutral
1236507848621862913;Yes;Positive
1307423519328919555;No;Negative
1222118663358242817;Yes;Positive
1251150247234899969;No;Neutral
1317652270687967246;No;Neutral
1235500720432066561;No;Positive
1246212784368607232;No;Neutral
1263933427298062344;Yes;Positive
1262094877849989120;No;Positive
1246384120109969409;No;Negative
1330182733474242564;Yes;Positive
1228901029355360261;No;Neutral
1309317372281487360;Yes;Positive
1325649246444466181;No;Negative
1230976115499585537;Yes;Neutral
1230913926847717376;No;Neutral
1242324859276976128;Yes;Positive
1273875977458847746;Yes;Positive
1225321627707150336;No;Neutral
1224483593709162496;No;Neutral
1241793264178561024;No;Neutral
1282319593827119109;No;Positive
1279968669355958275;Yes;Negative
1237980282390806529;No;Negative
1240970040691867649;No;Positive
1248788916477612032;No;Neutral
1285802944517099520;No;Positive
1230848471818809344;No;Neutral
1295822684543242240;Yes;Positive
1278989903733407744;No;Negative
1270258141301800961;No;Negative
1241748175565750272;No;Neutral
1335960376665187086;No;Negative
1228803096622567424;No;Neutral
1290764439776645121;No;Positive
1241092617577861128;No;Neutral
1260620997151113224;Yes;Neutral
1241165903292751872;No;Positive
1236122575467671552;Yes;Neutral
1271688629090504705;Yes;Positive
1245044011620085762;No;Neutral
1258134201263628290;No;Negative
1252671928093102081;No;Negative
1240381558713987075;No;Negative
1251178155177623564;No;Neutral
1261135722175705088;No;Neutral
1235874159860817920;No;Neutral
1252210435618672650;No;Neutral
1242552639583391744;No;Neutral
1236353805933043712;No;Neutral
1245802896672858112;No;Negative
1239876643432345606;No;Neutral
1270843112768909320;No;Positive
1245110040907964416;No;Neutral
1298352178512437249;No;Negative
1274381468177924096;Yes;Positive
1272246066101051392;No;Negative
1243508065501974528;No;Neutral
1247155007364812801;No;Neutral
1257413246023319557;No;Neutral
1241131497714835457;No;Neutral
1272982818646380545;Yes;Positive
1222216009685393408;Yes;Positive
1268987391915831297;Yes;Positive
1233505883197493248;Yes;Neutral
1294479605496197121;No;Positive
1260893186970583040;Yes;Neutral
1222090822583308288;Yes;Positive
1338627197098954989;No;Neutral
1249645923585662977;No;Positive
1240051360768438274;No;Neutral
1248999900966158337;No;Neutral
1239258077834153984;Yes;Positive
1314321096301256704;Yes;Positive
1310999489559328223;No;Neutral
1246513797763862530;No;Neutral
1262036202523410433;Yes;Neutral
1294292099337248769;Yes;Positive
1262491814554198020;No;Negative
1249032977314656257;Yes;Positive
1243018056458276865;No;Neutral
1253439532327931905;Yes;Neutral
1233001745481191428;Yes;Positive
1236972253906120704;No;Neutral
1396493936516365858;No;Neutral
1344472071637269251;No;Neutral
1233040044283383808;Yes;Neutral
1261077502367281154;No;Negative
1259452558197829632;No;Neutral
1317556548114272257;No;Negative
1270539783887114240;No;Negative
1262126330600177664;Yes;Positive
1318574550666313728;Yes;Positive
1280030766202859520;No;Negative
1254347319815876609;No;Neutral
1244763123069988864;No;Negative
1264837976053481472;Yes;Positive
1273688876419362818;Yes;Positive
1241457305419501568;Yes;Positive
1246128945432612869;Yes;Positive
1372999065918318378;Yes;Positive
1234763791591669760;Yes;Positive
1236997677897986048;Yes;Positive
1258717500453392387;No;Neutral
1240408284688986115;No;Neutral
1247845157367578624;No;Neutral
1244937916700405760;No;Neutral
1233360168123031553;Yes;Neutral
1257711556055482369;Yes;Neutral
1280633872796061699;Yes;Positive
1239096803645161473;No;Positive
1257729142616928260;Yes;Neutral
1209519259841433601;Yes;Positive
1275910632928411652;Yes;Positive
1244579193767280643;No;Neutral
1230952353366450180;Yes;Neutral
1238859757248708608;Yes;Positive
1248658323903336448;No;Neutral
1328767915622064130;Yes;Positive
1233776147747557377;Yes;Neutral
1238961318713057282;No;Neutral
1248625692935258112;No;Neutral
1242097462845812739;Yes;Positive
1243290205270020102;No;Positive
1230969722017062912;No;Neutral
1239676197954621443;No;Neutral
1253102743771906049;No;Neutral
1304152235933343752;No;Negative
1273584322646355968;Yes;Positive
1246952225265631232;Yes;Neutral
1251526739467124737;No;Neutral
1272632458098413569;Yes;Positive
1231933622191566848;No;Positive
1278832417252544512;No;Negative
1237068032159223809;Yes;Neutral
1302377297530572801;Yes;Positive
1240190539213033472;No;Positive
1322828014011469824;Yes;Positive
1239601761989599238;No;Positive
1229394518690213889;Yes;Positive
1309117397786787436;No;Negative
1221007169522413568;No;Neutral
1239320183690461187;Yes;Positive
1333861201307111425;Yes;Positive
1268014256198422528;No;Neutral
1294371916883656706;No;Negative
1278049787015827456;Yes;Positive
1274808773765476355;Yes;Positive
1238402688632721408;No;Neutral
1319981895675774230;No;Neutral
1269619354766839808;Yes;Positive
1315318410218102784;Yes;Positive
1251851659258531841;No;Positive
1260346566772174849;No;Positive
1234526179971026945;No;Neutral
1243088500515385345;No;Neutral
1328068987016671234;No;Negative
1271212631702061056;Yes;Positive
1268957447797997570;No;Neutral
1237615944232513536;No;Positive
1251724599240335362;No;Neutral
1261717638134235142;No;Neutral
1254731265816788995;Yes;Positive
1268163496228925440;No;Neutral
1239284975415033860;Yes;Positive
1253849468753117187;Yes;Neutral
1239727989895675904;No;Negative
1252279126217691138;No;Positive
1244439141674254338;Yes;Neutral
1246386145627385857;No;Negative
1237813267281653760;No;Neutral
1258565008923004929;No;Neutral
1329373385227440130;No;Positive
1222020831926267904;Yes;Positive
1330412369101672448;Yes;Positive
1331136455201198080;Yes;Positive
1287536324799533057;No;Negative
1230977387245993984;Yes;Neutral
1234008504853311488;Yes;Positive
1262595792294076423;No;Negative
1320419548613496838;No;Negative
1240551720570191872;No;Neutral
1316135181976305664;Yes;Positive
1240709167242866690;No;Negative
1250784607630393346;No;Neutral
1255686665999470592;Yes;Positive
1313125428840861698;Yes;Positive
1261027252441145345;No;Neutral
1315337913958313986;No;Negative
1245437507828961280;Yes;Negative
1233168256900444161;No;Positive
1238940691398524930;No;Positive
1241167247529426945;Yes;Positive
1247330834794852354;Yes;Positive
1258927178114269186;Yes;Positive
1263074639464542208;No;Negative
1237009909763510273;No;Neutral
1314270046566681101;No;Neutral
1235539181729968128;Yes;Positive
1254229761611771911;No;Positive
1257685609101000704;No;Neutral
1264169675895836673;No;Positive
1243325341776719890;No;Neutral
1236926753991467009;Yes;Positive
1255668274983026689;Yes;Neutral
1296630626045562880;No;Negative
1331802782938729437;No;Negative
1271342956671381504;No;Negative
1252504253492613120;No;Neutral
1270994987526782978;Yes;Positive
1316608944353152050;No;Positive
1235644881818849280;No;Negative
1241009438498197506;No;Positive
1328026272484749317;No;Negative
1262099065577320450;Yes;Positive
1376141992430204382;No;Neutral
1268908230283014144;No;Neutral
1245658806018691072;No;Negative
1280998876758106114;Yes;Positive
1266227588638240769;No;Positive
1222082389788237824;No;Neutral
1233133205345177602;Yes;Neutral
1390191767623106379;No;Negative
1245419163163688960;No;Neutral
1239294113293500417;Yes;Positive
1266658638283800576;No;Positive
1280005539855024128;No;Negative
1348745069384121218;Yes;Positive
1247868779461332992;No;Neutral
1222091728766873600;Yes;Positive
1245374443846881282;No;Positive
1355511431413972682;No;Negative
1263268031414878211;Yes;Positive
1237835981824368642;Yes;Positive
1370970326737286937;No;Neutral
1232263440988868608;No;Positive
1230909827653742593;Yes;Negative
1240602122829340673;Yes;Positive
1258560356215066625;No;Neutral
1326570364104716647;No;Negative
1238378486684954625;No;Neutral
1229497886045589504;No;Negative
1238241505657204736;No;Positive
1256625563302756362;No;Neutral
1329338511703601153;No;Positive
1264675663920979972;No;Negative
1257379854774939652;Yes;Positive
1229323628023513088;No;Neutral
1244646414283612162;Yes;Positive
1240013838419984384;No;Positive
1245117577212448768;No;Negative
1353540700648481526;No;Negative
1233201098133004289;No;Neutral
1261356121895374848;No;Neutral
1240133623665360896;No;Positive
1246255911049576448;No;Neutral
1222243040028393472;Yes;Positive
1245117291207016450;No;Positive
1326398363459941014;No;Neutral
1247192217745317888;Yes;Neutral
1301953224442867712;No;Negative
1310083044381020160;No;Positive
1246517881837432833;No;Positive
1222071507939155968;Yes;Positive
1253232969776537600;No;Neutral
1258332608313901056;Yes;Neutral
1253788135684812806;No;Neutral
1327411960095399937;No;Negative
1263354353567494144;No;Neutral
1222132515667947520;Yes;Positive
1263745664787283968;No;Neutral
1315578644048347136;Yes;Positive
1239993203392237570;No;Positive
1246533429488910336;No;Negative
1243993293207285761;No;Neutral
1329338962826194944;Yes;Positive
1353374265606665847;No;Neutral
1274897599623987200;No;Negative
1248768684564402177;No;Neutral
1244927586066665472;No;Neutral
1244915248106213378;No;Neutral
1240532927647277062;Yes;Neutral
1297562875922452480;No;Negative
1316101645592448888;No;Negative
1277686375056375808;Yes;Positive
1287788415203901442;No;Negative
1275170696155541507;Yes;Positive
1267368846345846784;No;Positive
1286686097825824771;No;Negative
1244335585256509440;No;Negative
1244775880808902657;No;Negative
1319232857219436544;No;Negative
1340794493267898859;No;Neutral
1257900887785254915;No;Neutral
1321693220357633752;No;Negative
1259418166167511041;No;Neutral
1265237088628244481;No;Neutral
1338320519878374005;Yes;Neutral
1270721879272128512;Yes;Positive
1238047737939210241;No;Neutral
1268121045824913408;Yes;Positive
1328773843406757890;No;Positive
1239942502892949505;Yes;Positive
1235670785299279874;No;Negative
1242189187060830216;No;Positive
1224245755625574402;No;Neutral
1271761052489920512;No;Positive
1232294388472143876;Yes;Positive
1373270289796942139;Yes;Positive
1353396961878568576;Yes;Positive
1247543675950784516;No;Negative
1236738079047798784;No;Positive
1242801005336637440;No;Neutral
1328918123685228545;No;Negative
1244307597936787457;Yes;Positive
1266915725828075522;No;Neutral
1262720540634054656;No;Positive
1338639034676220809;Yes;Positive
1236329206906265600;No;Positive
1222401943852716033;Yes;Positive
1271592918302801922;Yes;Positive
1247065374140620800;No;Neutral
1322750712296734720;No;Negative
1248258893165334529;No;Neutral
1243096655987183621;Yes;Positive
1307700304713060362;No;Negative
1240720579323453440;Yes;Positive
1236685791591612416;Yes;Positive
1240765241811755010;Yes;Positive
1322171009064206337;Yes;Positive
1243496936583413761;No;Neutral
1291904038208929792;Yes;Positive
1386023611467823262;No;Negative
1235676054624366593;No;Negative
1242827970752008192;No;Positive
1246780189855621120;Yes;Neutral
1242796109338206210;No;Neutral
1270778290215813122;No;Positive
1238118110172938242;No;Neutral
1248182681222946816;Yes;Positive
1222408109127294977;Yes;Positive
1245435757294206976;Yes;Positive
1262814643002761218;Yes;Positive
1356512378828422788;Yes;Positive
1250938850605760519;No;Neutral
1242834627485732864;Yes;Positive
1325539704025001986;No;Negative
1254242134170968069;No;Neutral
1312956870942427976;No;Negative
1332738827203600388;Yes;Positive
1248256065944391680;Yes;Positive
1231925659045330944;No;Positive
1268167322843439104;Yes;Positive
1234524155091046400;No;Positive
1239134697789284352;Yes;Positive
1259930373846454275;Yes;Positive
1231909365185159169;No;Positive
1323145972243153498;No;Negative
1240032249376112640;No;Neutral
1304359674523411418;No;Neutral
1243714503377924097;No;Negative
1332699865441325057;No;Negative
1239173542027104256;Yes;Positive
1248657496618737665;No;Positive
1249363265043472385;No;Positive
1243306684321353730;No;Positive
1240665836026814465;No;Neutral
1256492858552573953;No;Neutral
1237617736760668160;Yes;Positive
1249340430954696716;No;Negative
1262079634302263296;Yes;Positive
1239902125016133633;No;Neutral
1259220987859668994;No;Negative
1297515595508920321;Yes;Positive
1250100357042188293;No;Neutral
1314889848419946497;No;Negative
1259920736355049474;Yes;Neutral
1319243886208876545;No;Negative
1272491247190650880;Yes;Positive
1248942719361261568;No;Neutral
1237770251825287170;No;Neutral
1293135182090981376;No;Negative
1234886210465779716;No;Neutral
1267896730701479936;No;Neutral
1247297016318898176;No;Neutral
1253817590369091584;Yes;Neutral
1234408554548879362;No;Neutral
1261740004893696002;Yes;Neutral
1230854570768830464;No;Neutral
1237836167355207680;Yes;Positive
1231498192103133184;No;Neutral
1256504310168461312;No;Positive
1258523266047590402;No;Negative
1332732234877595649;No;Negative
1370832901529662812;No;Positive
1240024489745960961;Yes;Positive
1261013839186923522;No;Neutral
1242562918950023174;No;Neutral
1261723660156637188;No;Neutral
1263912059210797056;No;Neutral
1326325743045712676;No;Negative
1254351410344443905;No;Neutral
1351790223069848927;Yes;Positive
1230872714556198916;No;Neutral
1248184908398432256;No;Neutral
1235877328095334400;No;Neutral
1241147058960109570;No;Neutral
1310248114318651395;No;Negative
1294700969587093506;No;Negative
1239261842486124545;No;Neutral
1231322608152514560;No;Neutral
1304712148225003520;Yes;Positive
1331875323575721984;No;Negative
1272318862558666753;No;Positive
1260511916016926720;Yes;Neutral
1328445610266157057;Yes;Positive
1245752432610684929;Yes;Negative
1274398700396335104;Yes;Positive
1272572064105402370;No;Negative
1259202667953389568;No;Neutral
1290885352887062528;No;Negative
1271567204174217218;No;Negative
1258846618394210304;No;Neutral
1252009826923827200;No;Negative
1242034734349389824;No;Negative
1256296835087507456;No;Positive
1246152028545564672;Yes;Positive
1239628298797318145;Yes;Neutral
1263568057382981633;No;Neutral
1231309306034872323;No;Neutral
1357680155423156950;Yes;Positive
1256355589078372352;No;Negative
1273441796769619968;No;Negative
1236616409033162754;No;Neutral
1238430847323328512;No;Neutral
1270382213377527808;Yes;Positive
1384847927193799413;No;Neutral
1288513570674810882;No;Negative
1310629989654389096;No;Negative
1342979180900009299;No;Neutral
1257635780035559424;Yes;Neutral
1317146273963741184;No;Negative
1267545703221547009;No;Negative
1230922398188347392;No;Neutral
1268077998558916611;No;Neutral
1393081526468313642;No;Positive
1239304387232780293;Yes;Positive
1246442730483519488;No;Negative
1238118422191497216;Yes;Positive
1222116041595215872;Yes;Positive
1259797189196464128;Yes;Positive
1267904402922315777;No;Positive
1270087034489749504;No;Positive
1275034702471204870;No;Negative
1303642947922128902;No;Negative
1243275356246806546;No;Positive
1310543365797220353;Yes;Positive
1245056390965727233;Yes;Positive
1301651783519725684;No;Neutral
1300517105364803585;Yes;Positive
1263431171167444994;No;Negative
1252772798579302402;No;Positive
1313450101881307138;No;Positive
1337139270133828770;No;Neutral
1265356196921344004;Yes;Positive
1325316176772292616;No;Negative
1388983480315391693;No;Neutral
1244651723404304386;No;Neutral
1251785733146316800;No;Neutral
1230936880121815047;No;Neutral
1274084881660817409;Yes;Positive
1264576365791252481;No;Neutral
1280603496639868928;No;Negative
1235969929645559809;Yes;Neutral
1238945890699743234;No;Positive
1256398515883986944;No;Neutral
1351374312647104724;No;Neutral
1244603694571798530;Yes;Positive
1305148198705561601;No;Negative
1307477673778839553;Yes;Positive
1354896123542900576;No;Negative
1335214445441133962;No;Negative
1276552070833885184;No;Negative
1252555175753121792;No;Positive
1262091866587172864;No;Positive
1293073068986957827;No;Negative
1300744906424684547;No;Negative
1231481058983579648;No;Neutral
1262045008007397382;No;Positive
1233393567864950785;Yes;Neutral
1275162326484815873;Yes;Positive
1302921386269257729;No;Positive
1309911084825014273;No;Negative
1325063099838312448;No;Negative
1371032243665162087;No;Negative
1330147592991338497;Yes;Positive
1340724853576703786;No;Neutral
1259224858506006528;No;Neutral
1268133822098542600;No;Neutral
1273916044151853056;No;Positive
1268886823402713090;No;Neutral
1323739042484244481;No;Negative
1240197686638325760;Yes;Neutral
1240413506979143686;Yes;Positive
1269293509292568576;Yes;Positive
1384549032438984591;Yes;Positive
1262924996177006593;No;Positive
1271345572117655552;Yes;Positive
1269812135611203587;No;Negative
1241050501736738817;No;Neutral
1258002521911689218;No;Negative
1229703641130553344;No;Neutral
1243679269177393155;No;Neutral
1245317628694069248;Yes;Neutral
1279352980672860163;No;Negative
1310316410975989763;Yes;Positive
1243516174777888768;No;Positive
1270982638082437120;No;Positive
1282257241727479814;No;Negative
1242088770029191175;No;Neutral
1242750772414218242;Yes;Positive
1231182561596059653;Yes;Neutral
1245417075134410752;No;Negative
1244958793110302721;No;Neutral
1255296422590758912;No;Neutral
1230905942713282560;Yes;Neutral
1259189107101782016;Yes;Positive
1287997358165209088;No;Negative
1239954201431736324;No;Negative
1236986337665978369;Yes;Positive
1290949708333056002;No;Negative
1245079365622382593;Yes;Positive
1316834359081676808;No;Negative
1239530093107720192;No;Positive
1253271449328115714;No;Neutral
1235655625041993740;No;Negative
1231210846862397440;No;Neutral
1271222299899899905;Yes;Positive
1225266262726660096;Yes;Positive
1244034546955321344;Yes;Positive
1255930062270070789;Yes;Positive
1288179484374564864;No;Negative
1356900057890180707;No;Neutral
1242542080880250884;No;Neutral
1251520602554486787;No;Negative
1266335885404123138;Yes;Positive
1241422556873347073;No;Neutral
1248999563140182016;Yes;Positive
1248976010118299649;No;Negative
1331614371190104071;No;Negative
1230910335537876994;Yes;Neutral
1254228354758250498;Yes;Neutral
1260850981123825664;No;Neutral
1248238087689338887;No;Neutral
1265791347308539904;No;Negative
1245304016478879744;Yes;Positive
1353855409399747244;No;Positive
1254431299240185862;No;Neutral
1254185453500149760;Yes;Neutral
1316473095671222272;Yes;Positive
1263547310459551747;Yes;Positive
1249655287998550017;No;Positive
1253056786984288256;Yes;Positive
1254400925378260993;No;Positive
1268313421595979776;Yes;Positive
1249182535382417411;No;Neutral
1255699638608412677;No;Neutral
1268377420136091648;No;Negative
1386102145544826095;Yes;Positive
1263216064785199107;No;Negative
1249457628733997058;Yes;Positive
1239593370709823490;Yes;Positive
1242961310188478470;No;Neutral
1240706015382966272;Yes;Positive
1234979045932064768;Yes;Positive
1340890050098800474;No;Positive
1233176460158029824;Yes;Neutral
